frequency;unit;age;geo;year;value
A;NR;TOTAL;DE24;2012;1.33
A;NR;TOTAL;DE24;2013;1.32
A;NR;TOTAL;DE24;2014;1.38
A;NR;TOTAL;DE24;2015;1.41
A;NR;TOTAL;DE24;2016;1.50
A;NR;TOTAL;DE24;2017;1.51
A;NR;TOTAL;DE24;2018;1.49
A;NR;TOTAL;DE24;2019;1.52
A;NR;TOTAL;DE24;2020;1.49415
A;NR;TOTAL;DE25;2009;1.32
A;NR;TOTAL;DE25;2010;1.35
A;NR;TOTAL;DE25;2011;1.32
A;NR;TOTAL;DE25;2012;1.37
A;NR;TOTAL;DE25;2013;1.40
A;NR;TOTAL;DE25;2014;1.44
A;NR;TOTAL;DE25;2015;1.48
A;NR;TOTAL;DE25;2016;1.59
A;NR;TOTAL;DE25;2017;1.56
A;NR;TOTAL;DE25;2018;1.56
A;NR;TOTAL;DE25;2019;1.54
A;NR;TOTAL;DE25;2020;1.55387
A;NR;TOTAL;DE26;2009;1.28
A;NR;TOTAL;DE26;2010;1.29
A;NR;TOTAL;DE26;2011;1.30
A;NR;TOTAL;DE26;2012;1.35
A;NR;TOTAL;DE26;2013;1.37
A;NR;TOTAL;DE26;2014;1.42
A;NR;TOTAL;DE26;2015;1.47
A;NR;TOTAL;DE26;2016;1.55
A;NR;TOTAL;DE26;2017;1.56
A;NR;TOTAL;DE26;2018;1.53
A;NR;TOTAL;DE26;2019;1.56
A;NR;TOTAL;DE26;2020;1.57432
A;NR;TOTAL;DE27;2009;1.40
A;NR;TOTAL;DE27;2010;1.42
A;NR;TOTAL;DE27;2011;1.39
A;NR;TOTAL;DE27;2012;1.42
A;NR;TOTAL;DE27;2013;1.46
A;NR;TOTAL;DE27;2014;1.50
A;NR;TOTAL;DE27;2015;1.54
A;NR;TOTAL;DE27;2016;1.65
A;NR;TOTAL;DE27;2017;1.63
A;NR;TOTAL;DE27;2018;1.62
A;NR;TOTAL;DE27;2019;1.63
A;NR;TOTAL;DE27;2020;1.63612
A;NR;TOTAL;DE30;2009;1.30
A;NR;TOTAL;DE30;2010;1.34
A;NR;TOTAL;DE30;2011;1.31
A;NR;TOTAL;DE30;2012;1.43
A;NR;TOTAL;DE30;2013;1.37
A;NR;TOTAL;DE30;2014;1.46
A;NR;TOTAL;DE30;2015;1.46
A;NR;TOTAL;DE30;2016;1.55
A;NR;TOTAL;DE30;2017;1.48
A;NR;TOTAL;DE30;2018;1.45
A;NR;TOTAL;DE30;2019;1.41
A;NR;TOTAL;DE30;2020;1.37838
A;NR;TOTAL;DE40;2009;1.40
A;NR;TOTAL;DE40;2010;1.45
A;NR;TOTAL;DE40;2011;1.41
A;NR;TOTAL;DE40;2012;1.47
A;NR;TOTAL;DE40;2013;1.46
A;NR;TOTAL;DE40;2014;1.55
A;NR;TOTAL;DE40;2015;1.53
A;NR;TOTAL;DE40;2016;1.69
A;NR;TOTAL;DE40;2017;1.64
A;NR;TOTAL;DE40;2018;1.62
A;NR;TOTAL;DE40;2019;1.59
A;NR;TOTAL;DE40;2020;1.57138
A;NR;TOTAL;DE50;2009;1.29
A;NR;TOTAL;DE50;2010;1.31
A;NR;TOTAL;DE50;2011;1.27
A;NR;TOTAL;DE50;2012;1.34
A;NR;TOTAL;DE50;2013;1.35
A;NR;TOTAL;DE50;2014;1.46
A;NR;TOTAL;DE50;2015;1.51
A;NR;TOTAL;DE50;2016;1.63
A;NR;TOTAL;DE50;2017;1.58
A;NR;TOTAL;DE50;2018;1.60
A;NR;TOTAL;DE50;2019;1.60
A;NR;TOTAL;DE50;2020;1.55818
A;NR;TOTAL;DE60;2009;1.25
A;NR;TOTAL;DE60;2010;1.29
A;NR;TOTAL;DE60;2011;1.26
A;NR;TOTAL;DE60;2012;1.35
A;NR;TOTAL;DE60;2013;1.33
A;NR;TOTAL;DE60;2014;1.41
A;NR;TOTAL;DE60;2015;1.45
A;NR;TOTAL;DE60;2016;1.55
A;NR;TOTAL;DE60;2017;1.51
A;NR;TOTAL;DE60;2018;1.49
A;NR;TOTAL;DE60;2019;1.46
A;NR;TOTAL;DE60;2020;1.42306
A;NR;TOTAL;DE71;2009;1.39
A;NR;TOTAL;DE71;2010;1.42
A;NR;TOTAL;DE71;2011;1.41
A;NR;TOTAL;DE71;2012;1.42
A;NR;TOTAL;DE71;2013;1.42
A;NR;TOTAL;DE71;2014;1.48
A;NR;TOTAL;DE71;2015;1.51
A;NR;TOTAL;DE71;2016;1.60
A;NR;TOTAL;DE71;2017;1.59
A;NR;TOTAL;DE71;2018;1.59
A;NR;TOTAL;DE71;2019;1.55
A;NR;TOTAL;DE71;2020;1.51326
A;NR;TOTAL;DE72;2009;1.28
A;NR;TOTAL;DE72;2010;1.34
A;NR;TOTAL;DE72;2011;1.33
A;NR;TOTAL;DE72;2012;1.31
A;NR;TOTAL;DE72;2013;1.32
A;NR;TOTAL;DE72;2014;1.36
A;NR;TOTAL;DE72;2015;1.42
A;NR;TOTAL;DE72;2016;1.50
A;NR;TOTAL;DE72;2017;1.49
A;NR;TOTAL;DE72;2018;1.49
A;NR;TOTAL;DE72;2019;1.45
A;NR;TOTAL;DE72;2020;1.46385
A;NR;TOTAL;DE73;2009;1.34
A;NR;TOTAL;DE73;2010;1.38
A;NR;TOTAL;DE73;2011;1.38
A;NR;TOTAL;DE73;2012;1.42
A;NR;TOTAL;DE73;2013;1.41
A;NR;TOTAL;DE73;2014;1.48
A;NR;TOTAL;DE73;2015;1.52
A;NR;TOTAL;DE73;2016;1.63
A;NR;TOTAL;DE73;2017;1.64
A;NR;TOTAL;DE73;2018;1.57
A;NR;TOTAL;DE73;2019;1.58
A;NR;TOTAL;DE73;2020;1.58674
A;NR;TOTAL;DE80;2009;1.42
A;NR;TOTAL;DE80;2010;1.48
A;NR;TOTAL;DE80;2011;1.41
A;NR;TOTAL;DE80;2012;1.46
A;NR;TOTAL;DE80;2013;1.44
A;NR;TOTAL;DE80;2014;1.49
A;NR;TOTAL;DE80;2015;1.54
A;NR;TOTAL;DE80;2016;1.57
A;NR;TOTAL;DE80;2017;1.54
A;NR;TOTAL;DE80;2018;1.55
A;NR;TOTAL;DE80;2019;1.54
A;NR;TOTAL;DE80;2020;1.49502
A;NR;TOTAL;DE91;2009;1.30
A;NR;TOTAL;DE91;2010;1.34
A;NR;TOTAL;DE91;2011;1.30
A;NR;TOTAL;DE91;2012;1.37
A;NR;TOTAL;DE91;2013;1.36
A;NR;TOTAL;DE91;2014;1.47
A;NR;TOTAL;DE91;2015;1.48
A;NR;TOTAL;DE91;2016;1.68
A;NR;TOTAL;DE91;2017;1.55
A;NR;TOTAL;DE91;2018;1.59
A;NR;TOTAL;DE91;2019;1.55
A;NR;TOTAL;DE91;2020;1.56378
A;NR;TOTAL;DE92;2009;1.33
A;NR;TOTAL;DE92;2010;1.38
A;NR;TOTAL;DE92;2011;1.35
A;NR;TOTAL;DE92;2012;1.37
A;NR;TOTAL;DE92;2013;1.40
A;NR;TOTAL;DE92;2014;1.48
A;NR;TOTAL;DE92;2015;1.48
A;NR;TOTAL;DE92;2016;1.64
A;NR;TOTAL;DE92;2017;1.55
A;NR;TOTAL;DE92;2018;1.57
A;NR;TOTAL;DE92;2019;1.53
A;NR;TOTAL;DE92;2020;1.58411
A;NR;TOTAL;DE93;2009;1.46
A;NR;TOTAL;DE93;2010;1.50
A;NR;TOTAL;DE93;2011;1.45
A;NR;TOTAL;DE93;2012;1.47
A;NR;TOTAL;DE93;2013;1.53
A;NR;TOTAL;DE93;2014;1.60
A;NR;TOTAL;DE93;2015;1.59
A;NR;TOTAL;DE93;2016;1.71
A;NR;TOTAL;DE93;2017;1.70
A;NR;TOTAL;DE93;2018;1.70
A;NR;TOTAL;DE93;2019;1.68
A;NR;TOTAL;DE93;2020;1.67424
A;NR;TOTAL;DE94;2009;1.44
A;NR;TOTAL;DE94;2010;1.46
A;NR;TOTAL;DE94;2011;1.43
A;NR;TOTAL;DE94;2012;1.49
A;NR;TOTAL;DE94;2013;1.47
A;NR;TOTAL;DE94;2014;1.57
A;NR;TOTAL;DE94;2015;1.55
A;NR;TOTAL;DE94;2016;1.71
A;NR;TOTAL;DE94;2017;1.68
A;NR;TOTAL;DE94;2018;1.64
A;NR;TOTAL;DE94;2019;1.66
A;NR;TOTAL;DE94;2020;1.64262
A;NR;TOTAL;DEA1;2009;1.35
A;NR;TOTAL;DEA1;2010;1.39
A;NR;TOTAL;DEA1;2011;1.35
A;NR;TOTAL;DEA1;2012;1.41
A;NR;TOTAL;DEA1;2013;1.39
A;NR;TOTAL;DEA1;2014;1.48
A;NR;TOTAL;DEA1;2015;1.51
A;NR;TOTAL;DEA1;2016;1.63
A;NR;TOTAL;DEA1;2017;1.60
A;NR;TOTAL;DEA1;2018;1.59
A;NR;TOTAL;DEA1;2019;1.55
A;NR;TOTAL;DEA1;2020;1.53653
A;NR;TOTAL;DEA2;2009;1.34
A;NR;TOTAL;DEA2;2010;1.39
A;NR;TOTAL;DEA2;2011;1.35
A;NR;TOTAL;DEA2;2012;1.39
A;NR;TOTAL;DEA2;2013;1.37
A;NR;TOTAL;DEA2;2014;1.46
A;NR;TOTAL;DEA2;2015;1.48
A;NR;TOTAL;DEA2;2016;1.57
A;NR;TOTAL;DEA2;2017;1.53
A;NR;TOTAL;DEA2;2018;1.54
A;NR;TOTAL;DEA2;2019;1.50
A;NR;TOTAL;DEA2;2020;1.47630
A;NR;TOTAL;DEA3;2009;1.39
A;NR;TOTAL;DEA3;2010;1.41
A;NR;TOTAL;DEA3;2011;1.37
A;NR;TOTAL;DEA3;2012;1.41
A;NR;TOTAL;DEA3;2013;1.41
A;NR;TOTAL;DEA3;2014;1.50
A;NR;TOTAL;DEA3;2015;1.55
A;NR;TOTAL;DEA3;2016;1.64
A;NR;TOTAL;DEA3;2017;1.63
A;NR;TOTAL;DEA3;2018;1.66
A;NR;TOTAL;DEA3;2019;1.62
A;NR;TOTAL;DEA3;2020;1.63204
A;NR;TOTAL;DEA4;2009;1.47
A;NR;TOTAL;DEA4;2010;1.50
A;NR;TOTAL;DEA4;2011;1.46
A;NR;TOTAL;DEA4;2012;1.48
A;NR;TOTAL;DEA4;2013;1.49
A;NR;TOTAL;DEA4;2014;1.56
A;NR;TOTAL;DEA4;2015;1.60
A;NR;TOTAL;DEA4;2016;1.71
A;NR;TOTAL;DEA4;2017;1.67
A;NR;TOTAL;DEA4;2018;1.67
A;NR;TOTAL;DEA4;2019;1.66
A;NR;TOTAL;DEA4;2020;1.66713
A;NR;TOTAL;DEA5;2009;1.34
A;NR;TOTAL;DEA5;2010;1.36
A;NR;TOTAL;DEA5;2011;1.32
A;NR;TOTAL;DEA5;2012;1.39
A;NR;TOTAL;DEA5;2013;1.39
A;NR;TOTAL;DEA5;2014;1.47
A;NR;TOTAL;DEA5;2015;1.50
A;NR;TOTAL;DEA5;2016;1.60
A;NR;TOTAL;DEA5;2017;1.62
A;NR;TOTAL;DEA5;2018;1.59
A;NR;TOTAL;DEA5;2019;1.58
A;NR;TOTAL;DEA5;2020;1.57953
A;NR;TOTAL;DEB1;2009;1.38
A;NR;TOTAL;DEB1;2010;1.41
A;NR;TOTAL;DEB1;2011;1.40
A;NR;TOTAL;DEB1;2012;1.41
A;NR;TOTAL;DEB1;2013;1.44
A;NR;TOTAL;DEB1;2014;1.49
A;NR;TOTAL;DEB1;2015;1.54
A;NR;TOTAL;DEB1;2016;1.65
A;NR;TOTAL;DEB1;2017;1.62
A;NR;TOTAL;DEB1;2018;1.63
A;NR;TOTAL;DEB1;2019;1.62
A;NR;TOTAL;DEB1;2020;1.63213
A;NR;TOTAL;DEB2;2009;1.34
A;NR;TOTAL;DEB2;2010;1.38
A;NR;TOTAL;DEB2;2011;1.31
A;NR;TOTAL;DEB2;2012;1.30
A;NR;TOTAL;DEB2;2013;1.38
A;NR;TOTAL;DEB2;2014;1.41
A;NR;TOTAL;DEB2;2015;1.46
A;NR;TOTAL;DEB2;2016;1.53
A;NR;TOTAL;DEB2;2017;1.52
A;NR;TOTAL;DEB2;2018;1.46
A;NR;TOTAL;DEB2;2019;1.49
A;NR;TOTAL;DEB2;2020;1.45156
A;NR;TOTAL;DEB3;2009;1.31
A;NR;TOTAL;DEB3;2010;1.37
A;NR;TOTAL;DEB3;2011;1.36
A;NR;TOTAL;DEB3;2012;1.38
A;NR;TOTAL;DEB3;2013;1.40
A;NR;TOTAL;DEB3;2014;1.47
A;NR;TOTAL;DEB3;2015;1.51
A;NR;TOTAL;DEB3;2016;1.60
A;NR;TOTAL;DEB3;2017;1.59
A;NR;TOTAL;DEB3;2018;1.60
A;NR;TOTAL;DEB3;2019;1.54
A;NR;TOTAL;DEB3;2020;1.57196
A;NR;TOTAL;DEC0;2009;1.23
A;NR;TOTAL;DEC0;2010;1.27
A;NR;TOTAL;DEC0;2011;1.27
A;NR;TOTAL;DEC0;2012;1.27
A;NR;TOTAL;DEC0;2013;1.25
A;NR;TOTAL;DEC0;2014;1.36
A;NR;TOTAL;DEC0;2015;1.38
A;NR;TOTAL;DEC0;2016;1.49
A;NR;TOTAL;DEC0;2017;1.51
A;NR;TOTAL;DEC0;2018;1.47
A;NR;TOTAL;DEC0;2019;1.45
A;NR;TOTAL;DEC0;2020;1.47919
A;NR;TOTAL;DED2;2009;1.49
A;NR;TOTAL;DED2;2010;1.54
A;NR;TOTAL;DED2;2011;1.53
A;NR;TOTAL;DED2;2012;1.58
A;NR;TOTAL;DED2;2013;1.56
A;NR;TOTAL;DED2;2014;1.62
A;NR;TOTAL;DED2;2015;1.61
A;NR;TOTAL;DED2;2016;1.69
A;NR;TOTAL;DED2;2017;1.65
A;NR;TOTAL;DED2;2018;1.62
A;NR;TOTAL;DED2;2019;1.60
A;NR;TOTAL;DED2;2020;1.55168
A;NR;TOTAL;DED4;2009;NA
A;NR;TOTAL;DED4;2010;NA
A;NR;TOTAL;DED4;2011;1.48
A;NR;TOTAL;DED4;2012;1.54
A;NR;TOTAL;DED4;2013;1.54
A;NR;TOTAL;DED4;2014;1.60
A;NR;TOTAL;DED4;2015;1.66
A;NR;TOTAL;DED4;2016;1.74
A;NR;TOTAL;DED4;2017;1.73
A;NR;TOTAL;DED4;2018;1.70
A;NR;TOTAL;DED4;2019;1.68
A;NR;TOTAL;DED4;2020;1.67063
A;NR;TOTAL;DED5;2009;NA
A;NR;TOTAL;DED5;2010;NA
A;NR;TOTAL;DED5;2011;1.40
A;NR;TOTAL;DED5;2012;1.43
A;NR;TOTAL;DED5;2013;1.42
A;NR;TOTAL;DED5;2014;1.49
A;NR;TOTAL;DED5;2015;1.51
A;NR;TOTAL;DED5;2016;1.57
A;NR;TOTAL;DED5;2017;1.49
A;NR;TOTAL;DED5;2018;1.49
A;NR;TOTAL;DED5;2019;1.42
A;NR;TOTAL;DED5;2020;1.42646
A;NR;TOTAL;DEE0;2009;1.37
A;NR;TOTAL;DEE0;2010;1.41
A;NR;TOTAL;DEE0;2011;1.40
A;NR;TOTAL;DEE0;2012;1.45
A;NR;TOTAL;DEE0;2013;1.45
A;NR;TOTAL;DEE0;2014;1.50
A;NR;TOTAL;DEE0;2015;1.54
A;NR;TOTAL;DEE0;2016;1.62
A;NR;TOTAL;DEE0;2017;1.61
A;NR;TOTAL;DEE0;2018;1.61
A;NR;TOTAL;DEE0;2019;1.56
A;NR;TOTAL;DEE0;2020;1.55352
A;NR;TOTAL;DEF0;2009;1.40
A;NR;TOTAL;DEF0;2010;1.45
A;NR;TOTAL;DEF0;2011;1.37
A;NR;TOTAL;DEF0;2012;1.44
A;NR;TOTAL;DEF0;2013;1.42
A;NR;TOTAL;DEF0;2014;1.48
A;NR;TOTAL;DEF0;2015;1.52
A;NR;TOTAL;DEF0;2016;1.61
A;NR;TOTAL;DEF0;2017;1.58
A;NR;TOTAL;DEF0;2018;1.58
A;NR;TOTAL;DEF0;2019;1.54
A;NR;TOTAL;DEF0;2020;1.51346
A;NR;TOTAL;DEG0;2009;1.36
A;NR;TOTAL;DEG0;2010;1.43
A;NR;TOTAL;DEG0;2011;1.41
A;NR;TOTAL;DEG0;2012;1.48
A;NR;TOTAL;DEG0;2013;1.48
A;NR;TOTAL;DEG0;2014;1.55
A;NR;TOTAL;DEG0;2015;1.56
A;NR;TOTAL;DEG0;2016;1.63
A;NR;TOTAL;DEG0;2017;1.63
A;NR;TOTAL;DEG0;2018;1.60
A;NR;TOTAL;DEG0;2019;1.56
A;NR;TOTAL;DEG0;2020;1.54672
A;NR;TOTAL;DK01;2009;1.71
A;NR;TOTAL;DK01;2010;1.76
A;NR;TOTAL;DK01;2011;1.64
A;NR;TOTAL;DK01;2012;1.65
A;NR;TOTAL;DK01;2013;1.58
A;NR;TOTAL;DK01;2014;1.63
A;NR;TOTAL;DK01;2015;1.63
A;NR;TOTAL;DK01;2016;1.70
A;NR;TOTAL;DK01;2017;1.67
A;NR;TOTAL;DK01;2018;1.65
A;NR;TOTAL;DK01;2019;1.66
A;NR;TOTAL;DK01;2020;1.61274
A;NR;TOTAL;DK02;2009;1.93
A;NR;TOTAL;DK02;2010;2.00
A;NR;TOTAL;DK02;2011;1.83
A;NR;TOTAL;DK02;2012;1.77
A;NR;TOTAL;DK02;2013;1.73
A;NR;TOTAL;DK02;2014;1.75
A;NR;TOTAL;DK02;2015;1.82
A;NR;TOTAL;DK02;2016;1.89
A;NR;TOTAL;DK02;2017;1.83
A;NR;TOTAL;DK02;2018;1.83
A;NR;TOTAL;DK02;2019;1.76
A;NR;TOTAL;DK02;2020;1.75951
A;NR;TOTAL;DK03;2009;1.96
A;NR;TOTAL;DK03;2010;2.00
A;NR;TOTAL;DK03;2011;1.85
A;NR;TOTAL;DK03;2012;1.84
A;NR;TOTAL;DK03;2013;1.81
A;NR;TOTAL;DK03;2014;1.77
A;NR;TOTAL;DK03;2015;1.79
A;NR;TOTAL;DK03;2016;1.84
A;NR;TOTAL;DK03;2017;1.82
A;NR;TOTAL;DK03;2018;1.78
A;NR;TOTAL;DK03;2019;1.73
A;NR;TOTAL;DK03;2020;1.71008
A;NR;TOTAL;DK04;2009;1.91
A;NR;TOTAL;DK04;2010;1.92
A;NR;TOTAL;DK04;2011;1.85
A;NR;TOTAL;DK04;2012;1.78
A;NR;TOTAL;DK04;2013;1.72
A;NR;TOTAL;DK04;2014;1.74
A;NR;TOTAL;DK04;2015;1.77
A;NR;TOTAL;DK04;2016;1.87
A;NR;TOTAL;DK04;2017;1.83
A;NR;TOTAL;DK04;2018;1.81
A;NR;TOTAL;DK04;2019;1.75
A;NR;TOTAL;DK04;2020;1.76335
A;NR;TOTAL;DK05;2009;1.93
A;NR;TOTAL;DK05;2010;1.93
A;NR;TOTAL;DK05;2011;1.82
A;NR;TOTAL;DK05;2012;1.83
A;NR;TOTAL;DK05;2013;1.70
A;NR;TOTAL;DK05;2014;1.73
A;NR;TOTAL;DK05;2015;1.77
A;NR;TOTAL;DK05;2016;1.84
A;NR;TOTAL;DK05;2017;1.81
A;NR;TOTAL;DK05;2018;1.77
A;NR;TOTAL;DK05;2019;1.75
A;NR;TOTAL;DK05;2020;1.67860
A;NR;TOTAL;EE00;2009;1.70
A;NR;TOTAL;EE00;2010;1.72
A;NR;TOTAL;EE00;2011;1.61
A;NR;TOTAL;EE00;2012;1.56
A;NR;TOTAL;EE00;2013;1.52
A;NR;TOTAL;EE00;2014;1.54
A;NR;TOTAL;EE00;2015;1.58
A;NR;TOTAL;EE00;2016;1.60
A;NR;TOTAL;EE00;2017;1.59
A;NR;TOTAL;EE00;2018;1.67
A;NR;TOTAL;EE00;2019;1.66
A;NR;TOTAL;EE00;2020;1.58139
A;NR;TOTAL;EL30;2009;1.40
A;NR;TOTAL;EL30;2010;1.38
A;NR;TOTAL;EL30;2011;1.33
A;NR;TOTAL;EL30;2012;1.28
A;NR;TOTAL;EL30;2013;1.23
A;NR;TOTAL;EL30;2014;1.26
A;NR;TOTAL;EL30;2015;1.30
A;NR;TOTAL;EL30;2016;1.36
A;NR;TOTAL;EL30;2017;1.34
A;NR;TOTAL;EL30;2018;1.36
A;NR;TOTAL;EL30;2019;1.35
A;NR;TOTAL;EL30;2020;1.38744
A;NR;TOTAL;EL41;2009;1.47
A;NR;TOTAL;EL41;2010;1.50
A;NR;TOTAL;EL41;2011;1.38
A;NR;TOTAL;EL41;2012;1.42
A;NR;TOTAL;EL41;2013;1.36
A;NR;TOTAL;EL41;2014;1.40
A;NR;TOTAL;EL41;2015;1.44
A;NR;TOTAL;EL41;2016;1.55
A;NR;TOTAL;EL41;2017;1.55
A;NR;TOTAL;EL41;2018;1.63
A;NR;TOTAL;EL41;2019;1.60
A;NR;TOTAL;EL41;2020;1.97617
A;NR;TOTAL;EL42;2009;1.50
A;NR;TOTAL;EL42;2010;1.48
A;NR;TOTAL;EL42;2011;1.34
A;NR;TOTAL;EL42;2012;1.39
A;NR;TOTAL;EL42;2013;1.31
A;NR;TOTAL;EL42;2014;1.39
A;NR;TOTAL;EL42;2015;1.38
A;NR;TOTAL;EL42;2016;1.54
A;NR;TOTAL;EL42;2017;1.52
A;NR;TOTAL;EL42;2018;1.54
A;NR;TOTAL;EL42;2019;1.62
A;NR;TOTAL;EL42;2020;1.64490
A;NR;TOTAL;EL43;2009;1.74
A;NR;TOTAL;EL43;2010;1.69
A;NR;TOTAL;EL43;2011;1.52
A;NR;TOTAL;EL43;2012;1.53
A;NR;TOTAL;EL43;2013;1.42
A;NR;TOTAL;EL43;2014;1.44
A;NR;TOTAL;EL43;2015;1.47
A;NR;TOTAL;EL43;2016;1.55
A;NR;TOTAL;EL43;2017;1.49
A;NR;TOTAL;EL43;2018;1.52
A;NR;TOTAL;EL43;2019;1.54
A;NR;TOTAL;EL43;2020;1.56154
A;NR;TOTAL;EL51;2009;1.62
A;NR;TOTAL;EL51;2010;1.62
A;NR;TOTAL;EL51;2011;1.51
A;NR;TOTAL;EL51;2012;1.41
A;NR;TOTAL;EL51;2013;1.38
A;NR;TOTAL;EL51;2014;1.35
A;NR;TOTAL;EL51;2015;1.40
A;NR;TOTAL;EL51;2016;1.41
A;NR;TOTAL;EL51;2017;1.42
A;NR;TOTAL;EL51;2018;1.32
A;NR;TOTAL;EL51;2019;1.30
A;NR;TOTAL;EL51;2020;1.33848
A;NR;TOTAL;EL52;2009;1.52
A;NR;TOTAL;EL52;2010;1.50
A;NR;TOTAL;EL52;2011;1.41
A;NR;TOTAL;EL52;2012;1.35
A;NR;TOTAL;EL52;2013;1.30
A;NR;TOTAL;EL52;2014;1.27
A;NR;TOTAL;EL52;2015;1.31
A;NR;TOTAL;EL52;2016;1.36
A;NR;TOTAL;EL52;2017;1.29
A;NR;TOTAL;EL52;2018;1.28
A;NR;TOTAL;EL52;2019;1.27
A;NR;TOTAL;EL52;2020;1.29713
A;NR;TOTAL;EL53;2009;1.47
A;NR;TOTAL;EL53;2010;1.49
A;NR;TOTAL;EL53;2011;1.35
A;NR;TOTAL;EL53;2012;1.36
A;NR;TOTAL;EL53;2013;1.29
A;NR;TOTAL;EL53;2014;1.33
A;NR;TOTAL;EL53;2015;1.32
A;NR;TOTAL;EL53;2016;1.31
A;NR;TOTAL;EL53;2017;1.34
A;NR;TOTAL;EL53;2018;1.26
A;NR;TOTAL;EL53;2019;1.26
A;NR;TOTAL;EL53;2020;1.32882
A;NR;TOTAL;EL54;2009;1.43
A;NR;TOTAL;EL54;2010;1.46
A;NR;TOTAL;EL54;2011;1.38
A;NR;TOTAL;EL54;2012;1.29
A;NR;TOTAL;EL54;2013;1.29
A;NR;TOTAL;EL54;2014;1.26
A;NR;TOTAL;EL54;2015;1.28
A;NR;TOTAL;EL54;2016;1.30
A;NR;TOTAL;EL54;2017;1.26
A;NR;TOTAL;EL54;2018;1.22
A;NR;TOTAL;EL54;2019;1.24
A;NR;TOTAL;EL54;2020;1.25047
A;NR;TOTAL;EL61;2009;1.59
A;NR;TOTAL;EL61;2010;1.60
A;NR;TOTAL;EL61;2011;1.51
A;NR;TOTAL;EL61;2012;1.41
A;NR;TOTAL;EL61;2013;1.34
A;NR;TOTAL;EL61;2014;1.32
A;NR;TOTAL;EL61;2015;1.35
A;NR;TOTAL;EL61;2016;1.35
A;NR;TOTAL;EL61;2017;1.33
A;NR;TOTAL;EL61;2018;1.32
A;NR;TOTAL;EL61;2019;1.28
A;NR;TOTAL;EL61;2020;1.32230
A;NR;TOTAL;EL62;2009;1.53
A;NR;TOTAL;EL62;2010;1.56
A;NR;TOTAL;EL62;2011;1.46
A;NR;TOTAL;EL62;2012;1.38
A;NR;TOTAL;EL62;2013;1.42
A;NR;TOTAL;EL62;2014;1.43
A;NR;TOTAL;EL62;2015;1.45
A;NR;TOTAL;EL62;2016;1.49
A;NR;TOTAL;EL62;2017;1.50
A;NR;TOTAL;EL62;2018;1.60
A;NR;TOTAL;EL62;2019;1.55
A;NR;TOTAL;EL62;2020;1.58768
A;NR;TOTAL;EL63;2009;1.53
A;NR;TOTAL;EL63;2010;1.52
A;NR;TOTAL;EL63;2011;1.45
A;NR;TOTAL;EL63;2012;1.35
A;NR;TOTAL;EL63;2013;1.33
A;NR;TOTAL;EL63;2014;1.31
A;NR;TOTAL;EL63;2015;1.33
A;NR;TOTAL;EL63;2016;1.36
A;NR;TOTAL;EL63;2017;1.32
A;NR;TOTAL;EL63;2018;1.29
A;NR;TOTAL;EL63;2019;1.32
A;NR;TOTAL;EL63;2020;1.35118
A;NR;TOTAL;EL64;2009;1.52
A;NR;TOTAL;EL64;2010;1.52
A;NR;TOTAL;EL64;2011;1.34
A;NR;TOTAL;EL64;2012;1.31
A;NR;TOTAL;EL64;2013;1.25
A;NR;TOTAL;EL64;2014;1.24
A;NR;TOTAL;EL64;2015;1.23
A;NR;TOTAL;EL64;2016;1.30
A;NR;TOTAL;EL64;2017;1.24
A;NR;TOTAL;EL64;2018;1.23
A;NR;TOTAL;EL64;2019;1.12
A;NR;TOTAL;EL64;2020;1.23766
A;NR;TOTAL;EL65;2009;1.57
A;NR;TOTAL;EL65;2010;1.59
A;NR;TOTAL;EL65;2011;1.44
A;NR;TOTAL;EL65;2012;1.41
A;NR;TOTAL;EL65;2013;1.31
A;NR;TOTAL;EL65;2014;1.33
A;NR;TOTAL;EL65;2015;1.32
A;NR;TOTAL;EL65;2016;1.37
A;NR;TOTAL;EL65;2017;1.35
A;NR;TOTAL;EL65;2018;1.35
A;NR;TOTAL;EL65;2019;1.32
A;NR;TOTAL;EL65;2020;1.38250
A;NR;TOTAL;ES11;2009;1.10
A;NR;TOTAL;ES11;2010;1.09
A;NR;TOTAL;ES11;2011;1.08
A;NR;TOTAL;ES11;2012;1.09
A;NR;TOTAL;ES11;2013;1.04
A;NR;TOTAL;ES11;2014;1.07
A;NR;TOTAL;ES11;2015;1.10
A;NR;TOTAL;ES11;2016;1.12
A;NR;TOTAL;ES11;2017;1.12
A;NR;TOTAL;ES11;2018;1.04
A;NR;TOTAL;ES11;2019;1.02
A;NR;TOTAL;ES11;2020;1.02097
A;NR;TOTAL;ES12;2009;1.08
A;NR;TOTAL;ES12;2010;1.04
A;NR;TOTAL;ES12;2011;1.05
A;NR;TOTAL;ES12;2012;1.06
A;NR;TOTAL;ES12;2013;0.96
A;NR;TOTAL;ES12;2014;0.99
A;NR;TOTAL;ES12;2015;1.01
A;NR;TOTAL;ES12;2016;1.04
A;NR;TOTAL;ES12;2017;1.03
A;NR;TOTAL;ES12;2018;1.03
A;NR;TOTAL;ES12;2019;0.96
A;NR;TOTAL;ES12;2020;0.91851
A;NR;TOTAL;ES13;2009;1.26
A;NR;TOTAL;ES13;2010;1.26
A;NR;TOTAL;ES13;2011;1.22
A;NR;TOTAL;ES13;2012;1.19
A;NR;TOTAL;ES13;2013;1.18
