frequency;unit;age;geo;year;value
A;NR;TOTAL;SI04;2016;1.57
A;NR;TOTAL;SI04;2017;1.58
A;NR;TOTAL;SI04;2018;1.58
A;NR;TOTAL;SI04;2019;1.55
A;NR;TOTAL;SI04;2020;1.57040
A;NR;TOTAL;SK01;2009;1.43
A;NR;TOTAL;SK01;2010;1.45
A;NR;TOTAL;SK01;2011;1.48
A;NR;TOTAL;SK01;2012;1.42
A;NR;TOTAL;SK01;2013;1.40
A;NR;TOTAL;SK01;2014;1.48
A;NR;TOTAL;SK01;2015;1.52
A;NR;TOTAL;SK01;2016;1.60
A;NR;TOTAL;SK01;2017;1.66
A;NR;TOTAL;SK01;2018;1.70
A;NR;TOTAL;SK01;2019;1.65
A;NR;TOTAL;SK01;2020;1.68621
A;NR;TOTAL;SK02;2009;1.25
A;NR;TOTAL;SK02;2010;1.25
A;NR;TOTAL;SK02;2011;1.27
A;NR;TOTAL;SK02;2012;1.17
A;NR;TOTAL;SK02;2013;1.19
A;NR;TOTAL;SK02;2014;1.22
A;NR;TOTAL;SK02;2015;1.23
A;NR;TOTAL;SK02;2016;1.31
A;NR;TOTAL;SK02;2017;1.34
A;NR;TOTAL;SK02;2018;1.35
A;NR;TOTAL;SK02;2019;1.40
A;NR;TOTAL;SK02;2020;1.40336
A;NR;TOTAL;SK03;2009;1.38
A;NR;TOTAL;SK03;2010;1.36
A;NR;TOTAL;SK03;2011;1.39
A;NR;TOTAL;SK03;2012;1.28
A;NR;TOTAL;SK03;2013;1.28
A;NR;TOTAL;SK03;2014;1.29
A;NR;TOTAL;SK03;2015;1.33
A;NR;TOTAL;SK03;2016;1.41
A;NR;TOTAL;SK03;2017;1.45
A;NR;TOTAL;SK03;2018;1.48
A;NR;TOTAL;SK03;2019;1.49
A;NR;TOTAL;SK03;2020;1.51107
A;NR;TOTAL;SK04;2009;1.68
A;NR;TOTAL;SK04;2010;1.64
A;NR;TOTAL;SK04;2011;1.64
A;NR;TOTAL;SK04;2012;1.49
A;NR;TOTAL;SK04;2013;1.47
A;NR;TOTAL;SK04;2014;1.49
A;NR;TOTAL;SK04;2015;1.54
A;NR;TOTAL;SK04;2016;1.61
A;NR;TOTAL;SK04;2017;1.65
A;NR;TOTAL;SK04;2018;1.66
A;NR;TOTAL;SK04;2019;1.69
A;NR;TOTAL;SK04;2020;1.72886
A;NR;TOTAL;TR10;2009;1.73
A;NR;TOTAL;TR10;2010;1.74
A;NR;TOTAL;TR10;2011;1.71
A;NR;TOTAL;TR10;2012;1.79
A;NR;TOTAL;TR10;2013;1.79
A;NR;TOTAL;TR10;2014;1.87
A;NR;TOTAL;TR10;2015;1.87
A;NR;TOTAL;TR10;2016;1.85
A;NR;TOTAL;TR10;2017;1.79
A;NR;TOTAL;TR10;2018;1.72
A;NR;TOTAL;TR10;2019;1.59
A;NR;TOTAL;TR10;2020;1.47496
A;NR;TOTAL;TR21;2009;1.54
A;NR;TOTAL;TR21;2010;1.52
A;NR;TOTAL;TR21;2011;1.57
A;NR;TOTAL;TR21;2012;1.64
A;NR;TOTAL;TR21;2013;1.65
A;NR;TOTAL;TR21;2014;1.70
A;NR;TOTAL;TR21;2015;1.76
A;NR;TOTAL;TR21;2016;1.74
A;NR;TOTAL;TR21;2017;1.74
A;NR;TOTAL;TR21;2018;1.72
A;NR;TOTAL;TR21;2019;1.61
A;NR;TOTAL;TR21;2020;1.53327
A;NR;TOTAL;TR22;2009;1.51
A;NR;TOTAL;TR22;2010;1.51
A;NR;TOTAL;TR22;2011;1.56
A;NR;TOTAL;TR22;2012;1.60
A;NR;TOTAL;TR22;2013;1.60
A;NR;TOTAL;TR22;2014;1.66
A;NR;TOTAL;TR22;2015;1.61
A;NR;TOTAL;TR22;2016;1.63
A;NR;TOTAL;TR22;2017;1.63
A;NR;TOTAL;TR22;2018;1.60
A;NR;TOTAL;TR22;2019;1.51
A;NR;TOTAL;TR22;2020;1.45193
A;NR;TOTAL;TR31;2009;1.55
A;NR;TOTAL;TR31;2010;1.52
A;NR;TOTAL;TR31;2011;1.55
A;NR;TOTAL;TR31;2012;1.64
A;NR;TOTAL;TR31;2013;1.63
A;NR;TOTAL;TR31;2014;1.71
A;NR;TOTAL;TR31;2015;1.71
A;NR;TOTAL;TR31;2016;1.68
A;NR;TOTAL;TR31;2017;1.66
A;NR;TOTAL;TR31;2018;1.59
A;NR;TOTAL;TR31;2019;1.48
A;NR;TOTAL;TR31;2020;1.38916
A;NR;TOTAL;TR32;2009;1.71
A;NR;TOTAL;TR32;2010;1.67
A;NR;TOTAL;TR32;2011;1.68
A;NR;TOTAL;TR32;2012;1.76
A;NR;TOTAL;TR32;2013;1.75
A;NR;TOTAL;TR32;2014;1.82
A;NR;TOTAL;TR32;2015;1.82
A;NR;TOTAL;TR32;2016;1.79
A;NR;TOTAL;TR32;2017;1.79
A;NR;TOTAL;TR32;2018;1.71
A;NR;TOTAL;TR32;2019;1.61
A;NR;TOTAL;TR32;2020;1.53824
A;NR;TOTAL;TR33;2009;1.77
A;NR;TOTAL;TR33;2010;1.76
A;NR;TOTAL;TR33;2011;1.77
A;NR;TOTAL;TR33;2012;1.81
A;NR;TOTAL;TR33;2013;1.81
A;NR;TOTAL;TR33;2014;1.87
A;NR;TOTAL;TR33;2015;1.87
A;NR;TOTAL;TR33;2016;1.82
A;NR;TOTAL;TR33;2017;1.79
A;NR;TOTAL;TR33;2018;1.74
A;NR;TOTAL;TR33;2019;1.66
A;NR;TOTAL;TR33;2020;1.59299
A;NR;TOTAL;TR41;2009;1.67
A;NR;TOTAL;TR41;2010;1.65
A;NR;TOTAL;TR41;2011;1.64
A;NR;TOTAL;TR41;2012;1.74
A;NR;TOTAL;TR41;2013;1.75
A;NR;TOTAL;TR41;2014;1.81
A;NR;TOTAL;TR41;2015;1.82
A;NR;TOTAL;TR41;2016;1.82
A;NR;TOTAL;TR41;2017;1.80
A;NR;TOTAL;TR41;2018;1.77
A;NR;TOTAL;TR41;2019;1.66
A;NR;TOTAL;TR41;2020;1.57291
A;NR;TOTAL;TR42;2009;1.84
A;NR;TOTAL;TR42;2010;1.79
A;NR;TOTAL;TR42;2011;1.78
A;NR;TOTAL;TR42;2012;1.84
A;NR;TOTAL;TR42;2013;1.84
A;NR;TOTAL;TR42;2014;1.94
A;NR;TOTAL;TR42;2015;1.95
A;NR;TOTAL;TR42;2016;1.96
A;NR;TOTAL;TR42;2017;1.93
A;NR;TOTAL;TR42;2018;1.89
A;NR;TOTAL;TR42;2019;1.78
A;NR;TOTAL;TR42;2020;1.64172
A;NR;TOTAL;TR51;2009;1.66
A;NR;TOTAL;TR51;2010;1.63
A;NR;TOTAL;TR51;2011;1.64
A;NR;TOTAL;TR51;2012;1.67
A;NR;TOTAL;TR51;2013;1.69
A;NR;TOTAL;TR51;2014;1.76
A;NR;TOTAL;TR51;2015;1.76
A;NR;TOTAL;TR51;2016;1.73
A;NR;TOTAL;TR51;2017;1.71
A;NR;TOTAL;TR51;2018;1.65
A;NR;TOTAL;TR51;2019;1.53
A;NR;TOTAL;TR51;2020;1.41877
A;NR;TOTAL;TR52;2009;2.11
A;NR;TOTAL;TR52;2010;2.07
A;NR;TOTAL;TR52;2011;2.10
A;NR;TOTAL;TR52;2012;2.15
A;NR;TOTAL;TR52;2013;2.15
A;NR;TOTAL;TR52;2014;2.21
A;NR;TOTAL;TR52;2015;2.18
A;NR;TOTAL;TR52;2016;2.16
A;NR;TOTAL;TR52;2017;2.11
A;NR;TOTAL;TR52;2018;2.05
A;NR;TOTAL;TR52;2019;1.92
A;NR;TOTAL;TR52;2020;1.83156
A;NR;TOTAL;TR61;2009;1.85
A;NR;TOTAL;TR61;2010;1.80
A;NR;TOTAL;TR61;2011;1.79
A;NR;TOTAL;TR61;2012;1.85
A;NR;TOTAL;TR61;2013;1.83
A;NR;TOTAL;TR61;2014;1.90
A;NR;TOTAL;TR61;2015;1.91
A;NR;TOTAL;TR61;2016;1.88
A;NR;TOTAL;TR61;2017;1.80
A;NR;TOTAL;TR61;2018;1.71
A;NR;TOTAL;TR61;2019;1.59
A;NR;TOTAL;TR61;2020;1.50914
A;NR;TOTAL;TR62;2009;2.09
A;NR;TOTAL;TR62;2010;2.07
A;NR;TOTAL;TR62;2011;2.06
A;NR;TOTAL;TR62;2012;2.15
A;NR;TOTAL;TR62;2013;2.18
A;NR;TOTAL;TR62;2014;2.27
A;NR;TOTAL;TR62;2015;2.25
A;NR;TOTAL;TR62;2016;2.21
A;NR;TOTAL;TR62;2017;2.16
A;NR;TOTAL;TR62;2018;2.08
A;NR;TOTAL;TR62;2019;1.94
A;NR;TOTAL;TR62;2020;1.82359
A;NR;TOTAL;TR63;2009;2.57
A;NR;TOTAL;TR63;2010;2.56
A;NR;TOTAL;TR63;2011;2.53
A;NR;TOTAL;TR63;2012;2.61
A;NR;TOTAL;TR63;2013;2.63
A;NR;TOTAL;TR63;2014;2.72
A;NR;TOTAL;TR63;2015;2.65
A;NR;TOTAL;TR63;2016;2.61
A;NR;TOTAL;TR63;2017;2.53
A;NR;TOTAL;TR63;2018;2.42
A;NR;TOTAL;TR63;2019;2.30
A;NR;TOTAL;TR63;2020;2.13810
A;NR;TOTAL;TR71;2009;2.10
A;NR;TOTAL;TR71;2010;2.02
A;NR;TOTAL;TR71;2011;2.00
A;NR;TOTAL;TR71;2012;2.01
A;NR;TOTAL;TR71;2013;2.00
A;NR;TOTAL;TR71;2014;2.08
A;NR;TOTAL;TR71;2015;2.02
A;NR;TOTAL;TR71;2016;2.00
A;NR;TOTAL;TR71;2017;1.93
A;NR;TOTAL;TR71;2018;1.87
A;NR;TOTAL;TR71;2019;1.77
A;NR;TOTAL;TR71;2020;1.66804
A;NR;TOTAL;TR72;2009;2.15
A;NR;TOTAL;TR72;2010;2.07
A;NR;TOTAL;TR72;2011;2.07
A;NR;TOTAL;TR72;2012;2.07
A;NR;TOTAL;TR72;2013;2.04
A;NR;TOTAL;TR72;2014;2.12
A;NR;TOTAL;TR72;2015;2.09
A;NR;TOTAL;TR72;2016;2.05
A;NR;TOTAL;TR72;2017;1.98
A;NR;TOTAL;TR72;2018;1.88
A;NR;TOTAL;TR72;2019;1.78
A;NR;TOTAL;TR72;2020;1.66473
A;NR;TOTAL;TR81;2009;1.69
A;NR;TOTAL;TR81;2010;1.63
A;NR;TOTAL;TR81;2011;1.59
A;NR;TOTAL;TR81;2012;1.57
A;NR;TOTAL;TR81;2013;1.57
A;NR;TOTAL;TR81;2014;1.59
A;NR;TOTAL;TR81;2015;1.55
A;NR;TOTAL;TR81;2016;1.48
A;NR;TOTAL;TR81;2017;1.46
A;NR;TOTAL;TR81;2018;1.44
A;NR;TOTAL;TR81;2019;1.38
A;NR;TOTAL;TR81;2020;1.30607
A;NR;TOTAL;TR82;2009;1.80
A;NR;TOTAL;TR82;2010;1.76
A;NR;TOTAL;TR82;2011;1.74
A;NR;TOTAL;TR82;2012;1.76
A;NR;TOTAL;TR82;2013;1.71
A;NR;TOTAL;TR82;2014;1.70
A;NR;TOTAL;TR82;2015;1.68
A;NR;TOTAL;TR82;2016;1.67
A;NR;TOTAL;TR82;2017;1.61
A;NR;TOTAL;TR82;2018;1.60
A;NR;TOTAL;TR82;2019;1.56
A;NR;TOTAL;TR82;2020;1.51665
A;NR;TOTAL;TR83;2009;1.88
A;NR;TOTAL;TR83;2010;1.83
A;NR;TOTAL;TR83;2011;1.79
A;NR;TOTAL;TR83;2012;1.83
A;NR;TOTAL;TR83;2013;1.82
A;NR;TOTAL;TR83;2014;1.85
A;NR;TOTAL;TR83;2015;1.80
A;NR;TOTAL;TR83;2016;1.77
A;NR;TOTAL;TR83;2017;1.75
A;NR;TOTAL;TR83;2018;1.71
A;NR;TOTAL;TR83;2019;1.64
A;NR;TOTAL;TR83;2020;1.50450
A;NR;TOTAL;TR90;2009;1.84
A;NR;TOTAL;TR90;2010;1.79
A;NR;TOTAL;TR90;2011;1.76
A;NR;TOTAL;TR90;2012;1.77
A;NR;TOTAL;TR90;2013;1.76
A;NR;TOTAL;TR90;2014;1.79
A;NR;TOTAL;TR90;2015;1.77
A;NR;TOTAL;TR90;2016;1.76
A;NR;TOTAL;TR90;2017;1.71
A;NR;TOTAL;TR90;2018;1.68
A;NR;TOTAL;TR90;2019;1.60
A;NR;TOTAL;TR90;2020;1.51529
A;NR;TOTAL;TRA1;2009;2.31
A;NR;TOTAL;TRA1;2010;2.29
A;NR;TOTAL;TRA1;2011;2.35
A;NR;TOTAL;TRA1;2012;2.34
A;NR;TOTAL;TRA1;2013;2.32
A;NR;TOTAL;TRA1;2014;2.39
A;NR;TOTAL;TRA1;2015;2.33
A;NR;TOTAL;TRA1;2016;2.29
A;NR;TOTAL;TRA1;2017;2.21
A;NR;TOTAL;TRA1;2018;2.08
A;NR;TOTAL;TRA1;2019;2.01
A;NR;TOTAL;TRA1;2020;1.88271
A;NR;TOTAL;TRA2;2009;3.21
A;NR;TOTAL;TRA2;2010;3.40
A;NR;TOTAL;TRA2;2011;3.38
A;NR;TOTAL;TRA2;2012;3.36
A;NR;TOTAL;TRA2;2013;3.29
A;NR;TOTAL;TRA2;2014;3.34
A;NR;TOTAL;TRA2;2015;3.21
A;NR;TOTAL;TRA2;2016;3.13
A;NR;TOTAL;TRA2;2017;3.06
A;NR;TOTAL;TRA2;2018;2.81
A;NR;TOTAL;TRA2;2019;2.71
A;NR;TOTAL;TRA2;2020;2.47765
A;NR;TOTAL;TRB1;2009;2.07
A;NR;TOTAL;TRB1;2010;2.04
A;NR;TOTAL;TRB1;2011;2.03
A;NR;TOTAL;TRB1;2012;2.02
A;NR;TOTAL;TRB1;2013;2.00
A;NR;TOTAL;TRB1;2014;2.10
A;NR;TOTAL;TRB1;2015;2.05
A;NR;TOTAL;TRB1;2016;2.03
A;NR;TOTAL;TRB1;2017;2.02
A;NR;TOTAL;TRB1;2018;1.95
A;NR;TOTAL;TRB1;2019;1.87
A;NR;TOTAL;TRB1;2020;1.74645
A;NR;TOTAL;TRB2;2009;3.69
A;NR;TOTAL;TRB2;2010;3.63
A;NR;TOTAL;TRB2;2011;3.53
A;NR;TOTAL;TRB2;2012;3.44
A;NR;TOTAL;TRB2;2013;3.47
A;NR;TOTAL;TRB2;2014;3.46
A;NR;TOTAL;TRB2;2015;3.29
A;NR;TOTAL;TRB2;2016;3.16
A;NR;TOTAL;TRB2;2017;3.13
A;NR;TOTAL;TRB2;2018;2.94
A;NR;TOTAL;TRB2;2019;2.84
A;NR;TOTAL;TRB2;2020;2.58000
A;NR;TOTAL;TRC1;2009;2.97
A;NR;TOTAL;TRC1;2010;2.93
A;NR;TOTAL;TRC1;2011;2.92
A;NR;TOTAL;TRC1;2012;3.01
A;NR;TOTAL;TRC1;2013;3.01
A;NR;TOTAL;TRC1;2014;3.14
A;NR;TOTAL;TRC1;2015;3.07
A;NR;TOTAL;TRC1;2016;2.97
A;NR;TOTAL;TRC1;2017;2.87
A;NR;TOTAL;TRC1;2018;2.79
A;NR;TOTAL;TRC1;2019;2.59
A;NR;TOTAL;TRC1;2020;2.43507
A;NR;TOTAL;TRC2;2009;3.73
A;NR;TOTAL;TRC2;2010;3.77
A;NR;TOTAL;TRC2;2011;3.78
A;NR;TOTAL;TRC2;2012;3.80
A;NR;TOTAL;TRC2;2013;3.75
A;NR;TOTAL;TRC2;2014;3.91
A;NR;TOTAL;TRC2;2015;3.81
A;NR;TOTAL;TRC2;2016;3.75
A;NR;TOTAL;TRC2;2017;3.73
A;NR;TOTAL;TRC2;2018;3.57
A;NR;TOTAL;TRC2;2019;3.36
A;NR;TOTAL;TRC2;2020;3.15280
A;NR;TOTAL;TRC3;2009;3.79
A;NR;TOTAL;TRC3;2010;3.74
A;NR;TOTAL;TRC3;2011;3.60
A;NR;TOTAL;TRC3;2012;3.61
A;NR;TOTAL;TRC3;2013;3.52
A;NR;TOTAL;TRC3;2014;3.67
A;NR;TOTAL;TRC3;2015;3.51
A;NR;TOTAL;TRC3;2016;3.28
A;NR;TOTAL;TRC3;2017;3.32
A;NR;TOTAL;TRC3;2018;3.17
A;NR;TOTAL;TRC3;2019;2.99
A;NR;TOTAL;TRC3;2020;2.82184
A;NR;TOTAL;UKC1;2009;1.91
A;NR;TOTAL;UKC1;2010;1.99
A;NR;TOTAL;UKC1;2011;1.97
A;NR;TOTAL;UKC1;2012;1.95
A;NR;TOTAL;UKC1;2013;1.84
A;NR;TOTAL;UKC1;2014;1.82
A;NR;TOTAL;UKC1;2015;1.80
A;NR;TOTAL;UKC1;2016;1.77
A;NR;TOTAL;UKC1;2017;1.71
A;NR;TOTAL;UKC1;2018;1.66
A;NR;TOTAL;UKC1;2019;NA
A;NR;TOTAL;UKC1;2020;NA
A;NR;TOTAL;UKC2;2009;1.74
A;NR;TOTAL;UKC2;2010;1.78
A;NR;TOTAL;UKC2;2011;1.75
A;NR;TOTAL;UKC2;2012;1.74
A;NR;TOTAL;UKC2;2013;1.67
A;NR;TOTAL;UKC2;2014;1.63
A;NR;TOTAL;UKC2;2015;1.63
A;NR;TOTAL;UKC2;2016;1.66
A;NR;TOTAL;UKC2;2017;1.58
A;NR;TOTAL;UKC2;2018;1.53
A;NR;TOTAL;UKC2;2019;NA
A;NR;TOTAL;UKC2;2020;NA
A;NR;TOTAL;UKD1;2009;1.90
A;NR;TOTAL;UKD1;2010;1.91
A;NR;TOTAL;UKD1;2011;1.91
A;NR;TOTAL;UKD1;2012;1.91
A;NR;TOTAL;UKD1;2013;1.85
A;NR;TOTAL;UKD1;2014;1.83
A;NR;TOTAL;UKD1;2015;1.85
A;NR;TOTAL;UKD1;2016;1.84
A;NR;TOTAL;UKD1;2017;1.78
A;NR;TOTAL;UKD1;2018;1.70
A;NR;TOTAL;UKD1;2019;NA
A;NR;TOTAL;UKD1;2020;NA
A;NR;TOTAL;UKD3;2009;1.97
A;NR;TOTAL;UKD3;2010;1.99
A;NR;TOTAL;UKD3;2011;1.96
A;NR;TOTAL;UKD3;2012;1.97
A;NR;TOTAL;UKD3;2013;1.92
A;NR;TOTAL;UKD3;2014;1.88
A;NR;TOTAL;UKD3;2015;1.87
A;NR;TOTAL;UKD3;2016;1.87
A;NR;TOTAL;UKD3;2017;1.80
A;NR;TOTAL;UKD3;2018;1.74
A;NR;TOTAL;UKD3;2019;NA
A;NR;TOTAL;UKD3;2020;NA
A;NR;TOTAL;UKD4;2009;1.99
A;NR;TOTAL;UKD4;2010;1.99
A;NR;TOTAL;UKD4;2011;1.99
A;NR;TOTAL;UKD4;2012;1.98
A;NR;TOTAL;UKD4;2013;1.94
A;NR;TOTAL;UKD4;2014;1.93
A;NR;TOTAL;UKD4;2015;1.90
A;NR;TOTAL;UKD4;2016;1.91
A;NR;TOTAL;UKD4;2017;1.83
A;NR;TOTAL;UKD4;2018;1.78
A;NR;TOTAL;UKD4;2019;NA
A;NR;TOTAL;UKD4;2020;NA
A;NR;TOTAL;UKD6;2009;1.88
A;NR;TOTAL;UKD6;2010;1.96
A;NR;TOTAL;UKD6;2011;1.94
A;NR;TOTAL;UKD6;2012;1.97
A;NR;TOTAL;UKD6;2013;1.86
A;NR;TOTAL;UKD6;2014;1.85
A;NR;TOTAL;UKD6;2015;1.88
A;NR;TOTAL;UKD6;2016;1.85
A;NR;TOTAL;UKD6;2017;1.82
A;NR;TOTAL;UKD6;2018;1.74
A;NR;TOTAL;UKD6;2019;NA
A;NR;TOTAL;UKD6;2020;NA
A;NR;TOTAL;UKD7;2009;1.79
A;NR;TOTAL;UKD7;2010;1.84
A;NR;TOTAL;UKD7;2011;1.84
A;NR;TOTAL;UKD7;2012;1.85
A;NR;TOTAL;UKD7;2013;1.76
A;NR;TOTAL;UKD7;2014;1.76
A;NR;TOTAL;UKD7;2015;1.75
A;NR;TOTAL;UKD7;2016;1.74
A;NR;TOTAL;UKD7;2017;1.72
A;NR;TOTAL;UKD7;2018;1.66
A;NR;TOTAL;UKD7;2019;NA
A;NR;TOTAL;UKD7;2020;NA
A;NR;TOTAL;UKE1;2009;1.91
A;NR;TOTAL;UKE1;2010;1.94
A;NR;TOTAL;UKE1;2011;1.94
A;NR;TOTAL;UKE1;2012;1.98
A;NR;TOTAL;UKE1;2013;1.89
A;NR;TOTAL;UKE1;2014;1.85
A;NR;TOTAL;UKE1;2015;1.86
A;NR;TOTAL;UKE1;2016;1.82
A;NR;TOTAL;UKE1;2017;1.78
A;NR;TOTAL;UKE1;2018;1.71
A;NR;TOTAL;UKE1;2019;NA
A;NR;TOTAL;UKE1;2020;NA
A;NR;TOTAL;UKE2;2009;1.82
A;NR;TOTAL;UKE2;2010;1.79
A;NR;TOTAL;UKE2;2011;1.82
A;NR;TOTAL;UKE2;2012;1.80
A;NR;TOTAL;UKE2;2013;1.70
A;NR;TOTAL;UKE2;2014;1.71
A;NR;TOTAL;UKE2;2015;1.72
A;NR;TOTAL;UKE2;2016;1.70
A;NR;TOTAL;UKE2;2017;1.62
A;NR;TOTAL;UKE2;2018;1.58
A;NR;TOTAL;UKE2;2019;NA
A;NR;TOTAL;UKE2;2020;NA
A;NR;TOTAL;UKE3;2009;1.86
A;NR;TOTAL;UKE3;2010;1.86
A;NR;TOTAL;UKE3;2011;1.85
A;NR;TOTAL;UKE3;2012;1.87
A;NR;TOTAL;UKE3;2013;1.78
A;NR;TOTAL;UKE3;2014;1.75
A;NR;TOTAL;UKE3;2015;1.73
A;NR;TOTAL;UKE3;2016;1.71
A;NR;TOTAL;UKE3;2017;1.67
A;NR;TOTAL;UKE3;2018;1.58
A;NR;TOTAL;UKE3;2019;NA
A;NR;TOTAL;UKE3;2020;NA
A;NR;TOTAL;UKE4;2009;2.00
A;NR;TOTAL;UKE4;2010;2.03
A;NR;TOTAL;UKE4;2011;1.98
A;NR;TOTAL;UKE4;2012;2.02
A;NR;TOTAL;UKE4;2013;1.95
A;NR;TOTAL;UKE4;2014;1.93
A;NR;TOTAL;UKE4;2015;1.91
A;NR;TOTAL;UKE4;2016;1.91
A;NR;TOTAL;UKE4;2017;1.85
A;NR;TOTAL;UKE4;2018;1.80
A;NR;TOTAL;UKE4;2019;NA
A;NR;TOTAL;UKE4;2020;NA
A;NR;TOTAL;UKF1;2009;1.86
A;NR;TOTAL;UKF1;2010;1.92
A;NR;TOTAL;UKF1;2011;1.93
A;NR;TOTAL;UKF1;2012;1.92
A;NR;TOTAL;UKF1;2013;1.81
A;NR;TOTAL;UKF1;2014;1.80
A;NR;TOTAL;UKF1;2015;1.79
A;NR;TOTAL;UKF1;2016;1.75
A;NR;TOTAL;UKF1;2017;1.69
A;NR;TOTAL;UKF1;2018;1.61
A;NR;TOTAL;UKF1;2019;NA
A;NR;TOTAL;UKF1;2020;NA
A;NR;TOTAL;UKF2;2009;1.94
A;NR;TOTAL;UKF2;2010;1.98
A;NR;TOTAL;UKF2;2011;1.96
A;NR;TOTAL;UKF2;2012;1.97
A;NR;TOTAL;UKF2;2013;1.87
A;NR;TOTAL;UKF2;2014;1.87
A;NR;TOTAL;UKF2;2015;1.88
A;NR;TOTAL;UKF2;2016;1.88
A;NR;TOTAL;UKF2;2017;1.81
A;NR;TOTAL;UKF2;2018;1.75
A;NR;TOTAL;UKF2;2019;NA
A;NR;TOTAL;UKF2;2020;NA
A;NR;TOTAL;UKF3;2009;1.92
A;NR;TOTAL;UKF3;2010;1.94
A;NR;TOTAL;UKF3;2011;1.98
A;NR;TOTAL;UKF3;2012;1.98
A;NR;TOTAL;UKF3;2013;1.86
A;NR;TOTAL;UKF3;2014;1.89
A;NR;TOTAL;UKF3;2015;1.88
A;NR;TOTAL;UKF3;2016;1.80
A;NR;TOTAL;UKF3;2017;1.79
A;NR;TOTAL;UKF3;2018;1.67
A;NR;TOTAL;UKF3;2019;NA
A;NR;TOTAL;UKF3;2020;NA
A;NR;TOTAL;UKG1;2009;1.86
A;NR;TOTAL;UKG1;2010;1.94
A;NR;TOTAL;UKG1;2011;1.92
A;NR;TOTAL;UKG1;2012;1.98
A;NR;TOTAL;UKG1;2013;1.88
A;NR;TOTAL;UKG1;2014;1.81
A;NR;TOTAL;UKG1;2015;1.85
A;NR;TOTAL;UKG1;2016;1.83
A;NR;TOTAL;UKG1;2017;1.79
A;NR;TOTAL;UKG1;2018;1.75
A;NR;TOTAL;UKG1;2019;NA
A;NR;TOTAL;UKG1;2020;NA
A;NR;TOTAL;UKG2;2009;1.94
A;NR;TOTAL;UKG2;2010;1.93
A;NR;TOTAL;UKG2;2011;1.97
A;NR;TOTAL;UKG2;2012;1.96
A;NR;TOTAL;UKG2;2013;1.87
A;NR;TOTAL;UKG2;2014;1.87
A;NR;TOTAL;UKG2;2015;1.82
A;NR;TOTAL;UKG2;2016;1.86
A;NR;TOTAL;UKG2;2017;1.79
A;NR;TOTAL;UKG2;2018;1.75
A;NR;TOTAL;UKG2;2019;NA
A;NR;TOTAL;UKG2;2020;NA
A;NR;TOTAL;UKG3;2009;2.06
A;NR;TOTAL;UKG3;2010;2.07
A;NR;TOTAL;UKG3;2011;2.09
A;NR;TOTAL;UKG3;2012;2.10
A;NR;TOTAL;UKG3;2013;2.02
A;NR;TOTAL;UKG3;2014;1.97
A;NR;TOTAL;UKG3;2015;1.94
A;NR;TOTAL;UKG3;2016;1.95
A;NR;TOTAL;UKG3;2017;1.88
A;NR;TOTAL;UKG3;2018;1.79
A;NR;TOTAL;UKG3;2019;NA
A;NR;TOTAL;UKG3;2020;NA
A;NR;TOTAL;UKH1;2009;1.91
A;NR;TOTAL;UKH1;2010;1.95
A;NR;TOTAL;UKH1;2011;1.96
A;NR;TOTAL;UKH1;2012;2.00
A;NR;TOTAL;UKH1;2013;1.90
A;NR;TOTAL;UKH1;2014;1.89
A;NR;TOTAL;UKH1;2015;1.90
A;NR;TOTAL;UKH1;2016;1.86
A;NR;TOTAL;UKH1;2017;1.80
A;NR;TOTAL;UKH1;2018;1.74
A;NR;TOTAL;UKH1;2019;NA
A;NR;TOTAL;UKH1;2020;NA
A;NR;TOTAL;UKH2;2009;2.03
A;NR;TOTAL;UKH2;2010;2.07
A;NR;TOTAL;UKH2;2011;2.05
A;NR;TOTAL;UKH2;2012;2.03
A;NR;TOTAL;UKH2;2013;1.95
A;NR;TOTAL;UKH2;2014;1.94
A;NR;TOTAL;UKH2;2015;1.94
A;NR;TOTAL;UKH2;2016;1.93
A;NR;TOTAL;UKH2;2017;1.88
A;NR;TOTAL;UKH2;2018;1.84
A;NR;TOTAL;UKH2;2019;NA
A;NR;TOTAL;UKH2;2020;NA
A;NR;TOTAL;UKH3;2009;2.00
A;NR;TOTAL;UKH3;2010;2.02
A;NR;TOTAL;UKH3;2011;1.99
A;NR;TOTAL;UKH3;2012;2.05
A;NR;TOTAL;UKH3;2013;1.92
A;NR;TOTAL;UKH3;2014;1.95
A;NR;TOTAL;UKH3;2015;1.93
A;NR;TOTAL;UKH3;2016;1.93
A;NR;TOTAL;UKH3;2017;1.91
A;NR;TOTAL;UKH3;2018;1.84
A;NR;TOTAL;UKH3;2019;NA
A;NR;TOTAL;UKH3;2020;NA
A;NR;TOTAL;UKI3;2009;NA
A;NR;TOTAL;UKI3;2010;NA
A;NR;TOTAL;UKI3;2011;NA
A;NR;TOTAL;UKI3;2012;NA
A;NR;TOTAL;UKI3;2013;1.34
A;NR;TOTAL;UKI3;2014;1.31
A;NR;TOTAL;UKI3;2015;1.30
A;NR;TOTAL;UKI3;2016;1.31
A;NR;TOTAL;UKI3;2017;1.27
A;NR;TOTAL;UKI3;2018;1.25
A;NR;TOTAL;UKI3;2019;NA
A;NR;TOTAL;UKI3;2020;NA
A;NR;TOTAL;UKI4;2009;NA
A;NR;TOTAL;UKI4;2010;NA
A;NR;TOTAL;UKI4;2011;NA
A;NR;TOTAL;UKI4;2012;NA
